0.785500,1.611000,0.861698,0.634196,0.211242,0.006838,0.593000,0.525486
0.781800,1.610000,0.861104,0.633513,0.211242,0.006863,0.594000,0.523972
0.786700,1.629300,0.861030,0.648508,0.211242,0.006975,0.597300,0.526316
0.786000,1.637000,0.862069,0.650618,0.211242,0.006953,0.597000,0.523834
0.784900,1.653000,0.861995,0.656254,0.211242,0.006940,0.598500,0.527426
0.786600,1.653700,0.861030,0.654879,0.211242,0.006887,0.604000,0.526177
0.788600,1.662000,0.862887,0.661157,0.211242,0.006885,0.607000,0.527565
0.791000,1.656800,0.864304,0.659631,0.211242,0.006878,0.608400,0.527565
0.793900,1.669500,0.864230,0.669120,0.211242,0.006878,0.611500,0.528123
0.789400,1.657000,0.858369,0.659413,0.211242,0.006874,0.609000,0.528123
0.791700,1.649500,0.859107,0.663702,0.211242,0.006873,0.612000,0.529381
0.794100,1.644500,0.853752,0.658545,0.211242,0.006844,0.614000,0.529101
0.793500,1.646500,0.848176,0.660284,0.211242,0.006866,0.610600,0.532765
0.795400,1.639000,0.845309,0.652742,0.211242,0.006829,0.611800,0.532056
0.775100,1.649000,0.848896,0.663130,0.211242,0.006845,0.605200,0.531350
0.762200,1.655000,0.843526,0.668226,0.211242,0.006881,0.591500,0.533049
0.758300,1.657200,0.839983,0.672043,0.211242,0.006924,0.594500,0.532623
0.760500,1.657000,0.837591,0.667557,0.211242,0.006976,0.592800,0.534188
0.763500,1.678000,0.841397,0.672948,0.211242,0.006987,0.595000,0.535045
0.766000,1.681800,0.839913,0.670691,0.211242,0.006940,0.597000,0.537201
0.768500,1.679400,0.843313,0.664894,0.211242,0.006918,0.602000,0.536481
0.770200,1.681500,0.842886,0.667468,0.211242,0.006901,0.598300,0.536193
0.773500,1.681700,0.841255,0.668003,0.211242,0.006879,0.600300,0.535475
0.765500,1.695000,0.840407,0.675584,0.211242,0.006878,0.599800,0.535906
0.766500,1.702000,0.841822,0.677094,0.211242,0.006890,0.601000,0.538503
0.757500,1.699000,0.837872,0.674992,0.211242,0.006874,0.593600,0.537779
0.754500,1.687000,0.835352,0.668986,0.211242,0.006878,0.591500,0.536769
0.749300,1.692500,0.836400,0.668003,0.211242,0.006887,0.593000,0.536337
0.752100,1.695000,0.831670,0.668539,0.211242,0.006935,0.592600,0.536625
0.752100,1.690500,0.833403,0.668003,0.211242,0.006925,0.592500,0.535906
0.745700,1.696000,0.828638,0.670107,0.211242,0.006931,0.581500,0.536625
0.750000,1.693000,0.829187,0.668673,0.211242,0.006925,0.585000,0.536193
0.756700,1.695500,0.834028,0.669568,0.211242,0.006937,0.588300,0.535045
0.759500,1.704000,0.831947,0.673401,0.211242,0.006875,0.589800,0.537634
0.758600,1.715000,0.832432,0.678104,0.211242,0.006881,0.588700,0.537346
0.764600,1.714700,0.837170,0.679117,0.211242,0.006854,0.589700,0.536481
0.765200,1.710000,0.835422,0.677048,0.211242,0.006806,0.590200,0.535906
0.765000,1.693000,0.834725,0.672495,0.211242,0.006718,0.588200,0.536193
0.760500,1.692000,0.836960,0.674172,0.211242,0.006728,0.587700,0.536049
0.760100,1.689200,0.838715,0.670466,0.211242,0.006720,0.588000,0.535619
0.763500,1.665000,0.840195,0.664011,0.211242,0.006681,0.587200,0.533333
0.759600,1.651000,0.837521,0.660720,0.211242,0.006654,0.588400,0.533333
0.758500,1.638800,0.839913,0.666667,0.211242,0.006676,0.587800,0.534045
0.761100,1.649000,0.842460,0.666889,0.211242,0.006676,0.589100,0.533903
0.759600,1.639000,0.843811,0.663702,0.211242,0.006613,0.588900,0.533476
0.760700,1.642500,0.847817,0.662559,0.211242,0.006630,0.587900,0.533618
0.760700,1.618100,0.847961,0.661244,0.211242,0.006608,0.590700,0.534045
0.758000,1.610300,0.848176,0.656211,0.211242,0.006563,0.589200,0.533618
0.761000,1.600300,0.849041,0.654450,0.211242,0.006555,0.586300,0.532623
0.763500,1.609000,0.851426,0.654879,0.211242,0.006569,0.587400,0.533333
0.756300,1.617500,0.848896,0.657030,0.211242,0.006555,0.589800,0.533333
0.753600,1.623500,0.847242,0.662471,0.211242,0.006563,0.588000,0.533618
0.754900,1.610300,0.844809,0.662822,0.211242,0.006515,0.585500,0.533618
0.756500,1.610500,0.847961,0.659326,0.211242,0.006499,0.583200,0.533476
0.752000,1.594500,0.849762,0.657462,0.211242,0.006487,0.579300,0.532056
0.750400,1.601000,0.849834,0.660066,0.211242,0.006447,0.581000,0.531350
0.747400,1.604000,0.851064,0.658545,0.211242,0.006498,0.578500,0.531773
0.746900,1.618000,0.850412,0.655093,0.211242,0.006390,0.580500,0.530926
0.745200,1.626100,0.850340,0.658762,0.211242,0.006353,0.580800,0.530786
0.747100,1.627500,0.850196,0.659631,0.211242,0.006299,0.576700,0.529801
0.752300,1.634000,0.851571,0.667557,0.211242,0.006380,0.578300,0.530082
0.754800,1.648000,0.854336,0.667780,0.211242,0.006336,0.579000,0.530363
0.756100,1.631500,0.855066,0.663350,0.211265,0.006293,0.577800,0.530223
0.760500,1.635500,0.857486,0.665469,0.211265,0.006284,0.577000,0.530645
0.766900,1.641500,0.856678,0.663790,0.211242,0.006305,0.579000,0.531915
0.765000,1.641500,0.855725,0.666223,0.211242,0.006342,0.578200,0.532481
0.765000,1.638500,0.858001,0.666089,0.211242,0.006343,0.578000,0.533191
0.763000,1.638500,0.860807,0.668360,0.211242,0.006349,0.578400,0.532765
0.764300,1.634300,0.860956,0.668315,0.211242,0.006306,0.578300,0.531915
0.766300,1.642500,0.858222,0.673854,0.211242,0.006318,0.579200,0.532623
0.766300,1.642000,0.859771,0.674400,0.211242,0.006322,0.579600,0.532765
0.765000,1.638500,0.858369,0.673401,0.211242,0.006299,0.579500,0.532765
0.765400,1.631000,0.856898,0.671006,0.211242,0.006275,0.579600,0.532765
0.765300,1.633800,0.855945,0.670916,0.211242,0.006254,0.577700,0.532198
0.770000,1.638000,0.860363,0.673854,0.211242,0.006285,0.578800,0.532056
0.773200,1.643500,0.860659,0.674400,0.211242,0.006390,0.581500,0.533333
0.770500,1.635300,0.859993,0.670556,0.211242,0.006335,0.582700,0.533333
0.765500,1.635700,0.861326,0.669792,0.211242,0.006341,0.582800,0.532623
0.766300,1.634100,0.862589,0.672043,0.211242,0.006300,0.581800,0.532056
0.766000,1.637000,0.861475,0.681663,0.211242,0.006300,0.581700,0.532623
0.756000,1.633500,0.861920,0.684229,0.211242,0.006299,0.575500,0.532623
0.750300,1.636000,0.859550,0.686342,0.211242,0.006293,0.573500,0.532623
0.750000,1.638900,0.858074,0.689417,0.211242,0.006295,0.574800,0.532765
0.745700,1.640500,0.858516,0.687049,0.211242,0.006295,0.568500,0.533049
0.752000,1.643000,0.856678,0.687049,0.211242,0.006317,0.570800,0.533333
0.755200,1.642200,0.856898,0.687569,0.211242,0.006323,0.572700,0.532623
0.754600,1.660000,0.859623,0.692185,0.211242,0.006315,0.572600,0.533049
0.756500,1.668000,0.860215,0.698080,0.211242,0.006329,0.572600,0.533049
0.757700,1.669500,0.859476,0.697837,0.211242,0.006333,0.574700,0.534902
0.758500,1.678000,0.857486,0.712251,0.211242,0.006392,0.572100,0.535619
0.758700,1.676300,0.858148,0.716589,0.211242,0.006369,0.573900,0.536769
0.760000,1.681300,0.848536,0.716743,0.211242,0.006548,0.570000,0.540249
0.766900,1.684000,0.849618,0.716486,0.211242,0.006546,0.570800,0.540394
0.764500,1.677000,0.846740,0.715308,0.211242,0.006605,0.572500,0.540687
0.762500,1.680000,0.850557,0.714286,0.211242,0.006604,0.572800,0.539374
0.761700,1.691700,0.851934,0.712251,0.211242,0.006564,0.573500,0.539520
0.760500,1.690800,0.848680,0.711845,0.211242,0.006542,0.572500,0.539432
0.764000,1.691200,0.847817,0.702247,0.211242,0.006513,0.573500,0.539316
0.764000,1.691500,0.838786,0.705219,0.211242,0.006596,0.573500,0.539258
0.765300,1.694000,0.844880,0.708065,0.211242,0.006612,0.573700,0.540541
0.762300,1.689500,0.843526,0.704225,0.211242,0.006598,0.573900,0.541126
0.766800,1.689200,0.844523,0.701508,0.211242,0.006680,0.573300,0.541126
0.766000,1.694600,0.846167,0.709320,0.211242,0.006628,0.574100,0.541712
0.772000,1.693000,0.848896,0.703730,0.211242,0.006609,0.575700,0.540979
0.767800,1.676500,0.851426,0.697837,0.211242,0.006551,0.576800,0.539374
0.769300,1.683800,0.852806,0.696379,0.211242,0.006605,0.575200,0.539374
0.767600,1.675000,0.849907,0.693963,0.211242,0.006596,0.576800,0.539374
0.771000,1.683000,0.850557,0.697010,0.211242,0.006551,0.577600,0.540249
0.771800,1.688200,0.852660,0.700035,0.211242,0.006555,0.581900,0.540833
0.777500,1.688300,0.855945,0.695169,0.211242,0.006556,0.582800,0.540716
0.772500,1.684800,0.851064,0.690703,0.211242,0.006513,0.581200,0.540687
0.775100,1.685800,0.853898,0.694203,0.211242,0.006472,0.578500,0.539957
0.774000,1.702500,0.853606,0.695894,0.211242,0.006475,0.578300,0.540833
0.774300,1.707000,0.853097,0.697934,0.211242,0.006460,0.580600,0.540979
0.775000,1.705200,0.854336,0.696621,0.211242,0.006491,0.582300,0.540979
0.775600,1.705500,0.853242,0.696379,0.211242,0.006485,0.581600,0.540541
0.779200,1.713000,0.852733,0.705965,0.211242,0.006506,0.582300,0.540833
0.784000,1.720500,0.851716,0.710379,0.211265,0.006508,0.583000,0.542741
0.783300,1.723000,0.852951,0.706964,0.211242,0.006494,0.582500,0.542741
0.790100,1.725000,0.851136,0.706464,0.211242,0.006459,0.587500,0.542741
0.785200,1.733000,0.845881,0.709723,0.211242,0.006462,0.586000,0.542741
0.785100,1.730500,0.847889,0.708868,0.211242,0.006436,0.585200,0.542446
0.784600,1.735500,0.852370,0.711238,0.211242,0.006445,0.587300,0.542005
0.787500,1.742800,0.854336,0.710227,0.211242,0.006478,0.587200,0.542005
0.785300,1.739300,0.854847,0.707364,0.211242,0.006529,0.587200,0.543183
0.791600,1.745000,0.857265,0.706464,0.211242,0.006564,0.588300,0.543183
0.796400,1.763400,0.860659,0.712251,0.211242,0.006611,0.590300,0.545703
0.797400,1.779500,0.860215,0.717103,0.211242,0.006614,0.590200,0.545554
0.799000,1.780500,0.859697,0.714439,0.211242,0.006633,0.590000,0.545852
0.797400,1.786500,0.859697,0.713521,0.211242,0.006621,0.590300,0.546150
0.802500,1.805800,0.862664,0.716589,0.211242,0.006618,0.591200,0.548697
0.806600,1.815000,0.864155,0.716178,0.211242,0.006716,0.593300,0.550206
0.796500,1.798000,0.862292,0.712504,0.211242,0.006726,0.593800,0.551876
0.791300,1.798500,0.862589,0.711744,0.211242,0.006729,0.588100,0.549602
0.780400,1.806000,0.863632,0.717875,0.211242,0.006780,0.591800,0.550206
0.781500,1.804000,0.862887,0.705965,0.211242,0.006754,0.589200,0.550206
0.789900,1.811200,0.864828,0.710732,0.211242,0.006741,0.591800,0.550206
0.791500,1.820500,0.867303,0.709824,0.211242,0.006789,0.592800,0.552486
0.781900,1.814600,0.866701,0.709220,0.211242,0.006754,0.592300,0.550509
0.783800,1.814300,0.864080,0.710480,0.211242,0.006713,0.595000,0.550509
0.783900,1.820500,0.864304,0.720202,0.211242,0.006736,0.593700,0.551420
0.785800,1.824800,0.865052,0.727273,0.211242,0.006741,0.594200,0.550570
0.785900,1.812000,0.868056,0.727802,0.211242,0.006717,0.591800,0.549149
0.779200,1.813500,0.868282,0.725584,0.211242,0.006647,0.589400,0.548998
0.789700,1.833500,0.867905,0.730727,0.211242,0.006684,0.588800,0.549753
0.791600,1.843800,0.867830,0.732601,0.211242,0.006748,0.591000,0.551876
0.793800,1.860000,0.867303,0.742005,0.211242,0.006843,0.591800,0.553403
0.794000,1.855000,0.866927,0.737735,0.211242,0.006791,0.594000,0.553710
0.785900,1.849200,0.867830,0.737191,0.211242,0.006684,0.589000,0.552944
0.785000,1.856500,0.868432,0.740192,0.211242,0.006671,0.593600,0.552792
0.790000,1.872000,0.870701,0.750638,0.211242,0.006678,0.598700,0.554324
0.792500,1.877000,0.869338,0.751315,0.211242,0.006676,0.601700,0.554324
0.795300,1.865500,0.870322,0.744048,0.211242,0.006660,0.601800,0.553250
0.799200,1.871700,0.871840,0.747105,0.211242,0.006675,0.601000,0.553710
0.797700,1.871300,0.871460,0.746826,0.211242,0.006660,0.601500,0.553863
0.802500,1.884000,0.871840,0.759590,0.211242,0.006651,0.608500,0.555864
0.806100,1.892500,0.873057,0.765697,0.211242,0.006690,0.607500,0.556174
0.807100,1.899800,0.874508,0.773395,0.211242,0.006782,0.618000,0.556793
0.804500,1.898000,0.870928,0.767165,0.211242,0.006739,0.617300,0.556793
0.807000,1.919000,0.873744,0.780336,0.211242,0.006776,0.619000,0.558347
0.808000,1.919800,0.874279,0.774114,0.211242,0.006809,0.619700,0.558659
0.816200,1.921000,0.877578,0.777122,0.211242,0.006831,0.622000,0.558815
0.820500,1.927500,0.879894,0.785238,0.211242,0.006861,0.625800,0.559597
0.829300,1.951500,0.883704,0.793336,0.211242,0.006821,0.630800,0.563380
0.833000,1.945300,0.881990,0.788333,0.211242,0.006824,0.629500,0.562588
0.831100,1.944300,0.879353,0.784314,0.211242,0.006923,0.628000,0.563539
0.830200,1.948300,0.875503,0.780336,0.211242,0.006970,0.631300,0.566893
0.832500,1.946500,0.878889,0.778210,0.211242,0.006963,0.630300,0.566893
0.816800,1.922500,0.872981,0.771605,0.211242,0.006930,0.613200,0.566572
0.816000,1.892000,0.866176,0.764234,0.211242,0.006948,0.615300,0.566572
0.814700,1.875800,0.860956,0.759013,0.211242,0.006966,0.616500,0.566893
0.827800,1.899000,0.867378,0.770713,0.211242,0.007058,0.624000,0.572082
0.823700,1.908000,0.863632,0.769941,0.211242,0.007090,0.625500,0.568505
0.820800,1.894000,0.859476,0.766871,0.211242,0.007138,0.623300,0.562493
0.812300,1.855500,0.854336,0.758150,0.211242,0.007184,0.620200,0.565131
0.817000,1.848500,0.859845,0.751597,0.211242,0.007151,0.618500,0.565291
0.818700,1.864000,0.859993,0.755744,0.211242,0.007262,0.621500,0.564653
0.821000,1.876700,0.858811,0.761093,0.211242,0.007281,0.624000,0.561167
0.826700,1.898500,0.858590,0.774893,0.211242,0.007317,0.627500,0.564334
